"ID";"Nome";"Logradouro";"Município";"UF";"CEP";"Termo.Convênio";"Valor.Pactuado.pelo.FNDE";"valor_gasto";"situacao"
1005793;"CRECHE MUNICIPAL CRIANÇA É VIDA - Condeúba - BA";"RUA DOM PEDRO I";"Condeúba";"BA";46200000;"6936/2013";1625487;1362115,99611229;"paralisada"
1005802;"CRECHE COMUNITÁRIA PRIMEIROS PASSOS - Sebastião Laranjeiras - BA";"RUA JOÃO CARLOS LEÃO";"Sebastião Laranjeiras";"BA";46450000;"6938/2013";1629687;494795,466415592;"paralisada"
1005848;"Terreno Bairro Niterói - São Domingos do Norte - ES";"Rodovia Gether Lopes";"São Domingos do Norte";"ES";29745000;"17169/2014";3456580,07;1465441,43138994;"paralisada"
1005874;"terreno da prefeitura na comunidade de bananeira - Ninheira - MG";"Fazenda Bananeira";"Ninheira";"MG";39553000;"17486/2014";1016515,31;332453,939753958;"paralisada"
1005901;"Quadra 0157 Lote de 0001 a 0016 - Cidade Gaúcha - PR";"Rua Corte Real";"Cidade Gaúcha";"PR";87820000;"17619/2014";3414871,54;1240936,13438049;"paralisada"
1005962;"Creche Riacho Seco";"Rua Vila Eduardo";"Curaçá";"BA";48930000;"7173/2013";1951071,95;492245,110477371;"paralisada"
1005966;"CRECHE SEDE";"Rua Maria Gomes";"Ipecaetá";"BA";44680000;"11049/2014";1951071,95;487144,39860093;"paralisada"
1005972;"Creche do Bairro São Gonçalo - Mansidão - BA";"Av lidio Francisco de Souza";"Mansidão";"BA";47160000;"7185/2013";1637023;994045,554536609;"paralisada"
1005973;"CRECHE PROINFÂNCIA TIPO B - Marcionílio Souza - BA";"Maria Senhora Pereira de Almeida";"Marcionílio Souza";"BA";46780000;"7186/2013";1612887;979389,509078301;"paralisada"
1005974;"CRECHE 25 DE MARÇO - Matina - BA";"RUA 25 DE MARÇO";"Matina";"BA";46480000;"7187/2013";1629687;494795,466415592;"paralisada"
1005975;"SEDE DO MUNICÍPIO - CRECHE TIPO B SEDE";"Rua Centenário";"Mucugê";"BA";46750000;"7189/2013";1951071,95;981939,865016522;"paralisada"
1005977;"Creche Av. Itapetinga - Potiraguá - BA";"Av. Itapetinga";"Potiraguá";"BA";45790000;"7191/2013";1636598,96;496894,032871633;"paralisada"
1005978;"Rua São Roque";"Rua São Roque";"São Miguel das Matas";"BA";44580000;"7194/2013";1951071,95;487557,31337188;"paralisada"
1005994;"Creche Continental";"Rua Belo Horizonte";"Breu Branco";"PA";68488000;"7219/2013";1885668,96;548136,464477279;"paralisada"
1005996;"PAC 2 - CRECHE/PRÉ-ESCOLA  B. SANTA LUZIA - Capanema - PA";"Quadra 06";"Capanema";"PA";68700970;"7220/2013";1813838,9;550706,518878984;"paralisada"
1006000;"PAC 2 - CRECHE/BAIRRO PLANALTO - Itupiranga - PA";"TRAVESSA 8 S/N";"Itupiranga";"PA";68580970;"7222/2013";1896575,92;1151653,25234721;"paralisada"
1006001;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Marabá - PA";"Rua A esquina com a rua B";"Marabá";"PA";68514000;"7223/2013";1823374,01;730753,997049546;"paralisada"
1006023;"CRECHE TIPO B - Itacaré - BA";"Rua 06";"Itacaré";"BA";45530000;"7180/2013";1626047;493690,312175696;"paralisada"
1006025;"AREIA BRANCA - Lauro de Freitas - BA";"Rua Dejanira Maria Bastos";"Lauro de Freitas";"BA";42700000;"7183/2013";1600287;485869,22063182;"paralisada"
1006029;"CRECHE E PRÉ-ESCOLA MUNICIPAL DE APORÁ - Aporá - BA";"TV DA RUA OLIVEIRA BRITO I";"Aporá";"BA";48350000;"7168/2013";887195;538729,29443087;"paralisada"
1006031;"CRECHE URBIS I - Brumado - BA";"RUA Osvaldo M. de Souza";"Brumado";"BA";46100000;"7169/2013";895595;271915,003153656;"paralisada"
1006032;"Terreno Creche C - Caém - BA";"Rua Paulo Roberto";"Caém";"BA";44730000;"7170/2013";891395;584582,022398618;"paralisada"
1006034;"CRECHE MUNICIPAL ANA CAROLINE BARBOSA GOMES";"Rua São Francisco";"Chorrochó";"BA";48660000;"7172/2013";1294044,26;494918,672896512;"paralisada"
1006038;"Creche do Distrito de Nova Brasília - Ribeirão do Largo - BA";"Rua A";"Ribeirão do Largo";"BA";45155000;"7193/2013";1625487;987040,576892963;"paralisada"
1006049;"PROINFANCIA - RUA JOSE HENRIQUE - MESSEJANA - Fortaleza - CE";"RUA JOSE HENRIQUE";"Fortaleza";"CE";60000000;"7205/2013";1660089,89;507403,175952025;"paralisada"
1006050;"PROINFANCIA - AV. SARGENTO HERMINIO - PADRE ANDRADE - Fortaleza - CE";"AV. SARGENTO HERMINIO";"Fortaleza";"CE";60000000;"7205/2013";1671869,04;511003,452820195;"paralisada"
1006074;"BAIRRO JOSÉ CORDEIRO";"RUA IRACY DIAS PINHEIRO";"Dom Pedro";"MA";65765000;"7207/2013";1842912,09;489276,107539616;"paralisada"
1006093;"Vila Velha";"Rua Borges de Medeiros (antiga Estr. Me. Toquinas)";"Rio Branco do Sul";"PR";83540000;"7010/2013";1267584,71;533129,107610476;"paralisada"
1006094;"Vila São Pedro";"Rua Manoel Muller de Siqueira";"Rio Branco do Sul";"PR";83540000;"7010/2013";1267584,71;654935,676922257;"paralisada"
1006095;"CRECHE PADRE ANTONIO";"RUA PADRE ANTONIO CARVALHO";"Cachoeiras de Macacu";"RJ";28695000;"7012/2013";2161238,47;413900,192263185;"paralisada"
1006096;"TERRENO PÚBLICO - Cordeiro - RJ";"Rua Vereador Julio Silveira do Amaral";"Cordeiro";"RJ";28540000;"7013/2013";825285,73;247934,868671892;"paralisada"
1006116;"PROINFANCIA-RUA FRANCISCA CLOTILDE-RODOLFO TEOFILO - Fortaleza - CE";"RUA FRANCISCA CLOTILDE";"Fortaleza";"CE";60000000;"7107/2013";1660089,89;507403,175952025;"paralisada"
1006118;"PROINFANCIA - RUA GISEIDA CYSNE - CIDADE 2000 - Fortaleza - CE";"RUA GISEIDA CYSNE";"Fortaleza";"CE";60000000;"7107/2013";1656589,89;506333,407900773;"paralisada"
1006119;"PROINFANCIA - RUA OSMAR LIMA - CANINDEZINHO - Fortaleza - CE";"RUA OSMAR LIMA";"Fortaleza";"CE";60000000;"7107/2013";1660089,89;507403,175952025;"paralisada"
1006120;"PROINFANCIA - AVENIDA DEDÉ BRASIL - PARANGABA (2) - Fortaleza - CE";"AVENIDA DEDÉ BRASIL";"Fortaleza";"CE";60000000;"7107/2013";1656589,89;506333,407900773;"paralisada"
1006121;"PROINFANCIA - RUA PAULO FREIRE - LAGOA REDONDA 2 - Fortaleza - CE";"Rua Paulo Freire ";"Fortaleza";"CE";60000000;"7107/2013";1660089,89;507403,175952025;"paralisada"
1006122;"PROINFANCIA - RUA ANSELMO NOGUEIRA -BOMSUCESSO - Fortaleza - CE";"RUA ANSELMO NOGUEIRA";"Fortaleza";"CE";60000000;"7107/2013";1656589,89;506333,407900773;"paralisada"
1006202;"PAC 2 - CRECHE/PRÉ-ESCOLA";"RUA ORIAS TELES";"Beruri";"AM";69430000;"7418/2013";1293752,62;326124,804348078;"paralisada"
1006203;"ESCOLA INFANTIL - VILA ITAPURU";"RUA FRANCISCO VERÍSSIMO ";"Beruri";"AM";69430000;"7418/2013";1293752,62;194623,913476076;"paralisada"
1006210;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua Tertuliano Rodrigues";"Fonte Boa";"AM";69670000;"7116/2013";1961808,27;494526,03340348;"paralisada"
1006211;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA LUCIMAR MISSISSIPE";"Fonte Boa";"AM";69670000;"7116/2013";1961808,27;494526,03340348;"paralisada"
1006212;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Estrada da Floresta";"Guajará";"AM";69895000;"7117/2013";1852864,39;287822,833108153;"paralisada"
1006239;"Creche Parada Bom Jesus - Bragança - PA";"Rodovia Capanema Bragança";"Bragança";"PA";68600000;"7427/2013";964851,11;NA;"paralisada"
1006241;"Creche Santa Catarina - Breu Branco - PA";"Rua Santo Antonio";"Breu Branco";"PA";68488000;"7135/2013";1817374,01;892443,309702366;"paralisada"
1006242;"Creche Vilella";"Av Cleverton Boareto";"Breu Branco";"PA";68488000;"7135/2013";1885668,96;NA;"paralisada"
1006256;"EMEI Maria Lôbo dos Anjos - Pacajá - PA";"Rua Hermano Lôbo";"Pacajá";"PA";68485000;"7140/2013";1825452,09;536881,946330995;"paralisada"
1006260;"Creche Residencial Vale Porangaba - Santa Isabel do Pará - PA";"Rua projetada 1";"Santa Isabel do Pará";"PA";68790000;"7142/2013";1787374,01;291580,754956866;"paralisada"
1006264;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Santana do Araguaia - PA";"Avenida Leolandia S. S. Marcuartu";"Santana do Araguaia";"PA";68560000;"7144/2013";1867996,56;1648183,98663043;"paralisada"
1006265;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"RUA 42";"Santana do Araguaia";"PA";68560000;"7144/2013";1853374,01;548112,064480888;"paralisada"
1006280;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Conceição do Araguaia - PA";"AVENIDA DO CONTORNO QD. 10 LOTES 5 A 18";"Conceição do Araguaia";"PA";68540000;"7137/2013";1861627,01;1095042,63415376;"paralisada"
1006283;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Santa Maria das Barreiras - PA";"Travessa F com Av Coelho Luz";"Santa Maria das Barreiras";"PA";68565000;"7143/2013";1853374,01;1090188,0704524;"paralisada"
1006294;"EMEF SÃO JOÃO BATISTA II - Aveiro - PA";"Comunidade do Tavio";"Aveiro";"PA";68150000;"17510/2014";942408,82;221980,663236613;"paralisada"
1006296;"EMEF DANIEL DE CARVALHO - Aveiro - PA";"Comunidade de Daniel de Carvalho";"Aveiro";"PA";68150000;"17510/2014";1021212,7;240542,61001346;"paralisada"
1006297;"EMEF VALDOMIRO FERREIRA - Aveiro - PA";"COMUNIDADE NOVA JERUSALÉM";"Aveiro";"PA";68150000;"17510/2014";942408,82;221980,663236613;"paralisada"
1006332;"NOVA ESCOLA CAJUEIRO BOA ESPERENÇA - Tracuateua - PA";"RUA PRINCIPAL";"Tracuateua";"PA";68647000;"17551/2014";1021956;618950,622001892;"paralisada"
1006334;"Loteamento Santa Ana - Buenos Aires - PE";"Rua Projetada 27";"Buenos Aires";"PE";55845000;"17565/2014";1019262,9;246927,815263456;"paralisada"
1006335;"PACAS - Camocim de São Félix - PE";"POVOADO DE PACAS";"Camocim de São Félix";"PE";55665000;"17566/2014";926263,12;224397,57558345;"paralisada"
1006336;"MACHADINHO - Machados - PE";"RUA PROJETADA 1";"Machados";"PE";55740000;"17570/2014";957762,38;266832,925097371;"paralisada"
1006338;"1-Centro - Alto Longá - PI";"Av. Luis Eugênio";"Alto Longá";"PI";64360000;"17577/2014";3533773,84;2123254,36319574;"paralisada"
1006342;"8-Bairro Luís Araújo Torres - São Miguel do Tapuio - PI";"Rua Santo André";"São Miguel do Tapuio";"PI";64330000;"17607/2014";3534029,49;2123407,96350237;"paralisada"
1006355;"ESCOLA INFANTIL - PORTELINHA";"RUA DA CAIXA D'ÁGUA";"Tomé-Açu";"PA";68680000;"7026/2013";1885668,95;550642,18918658;"paralisada"
1006356;"PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Tucuruí - PA";"Rua Alcobaça s/n";"Tucuruí";"PA";68456730;"7027/2013";1824369,39;708996,776950513;"paralisada"
1006357;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Tucuruí - PA";"Av 7 de setembro";"Tucuruí";"PA";6845500;"7027/2013";1817374,01;1324271,59224794;"paralisada"
1006358;"PAC 2 - CRECHE/PRÉ-ESCOLA  005";"Avenida Brasília";"Tucuruí";"PA";68457010;"7027/2013";1885668,96;551779,830103308;"paralisada"
1006359;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua F";"Tucuruí";"PA";68458690;"7027/2013";1885668,96;551779,830103308;"paralisada"
1006380;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Anapu - PA";"Rua Duque de Caxias s/n";"Anapu";"PA";68365000;"7044/2013";1829374,01;280822,490538837;"paralisada"
1006385;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Floresta do Araguaia - PA";"Rua do Trabalhador-Quadra B 24";"Floresta do Araguaia";"PA";68543000;"7046/2013";1847374,01;543329,381027233;"paralisada"
1006386;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Jacundá - PA";"Rua das Flores";"Jacundá";"PA";68590000;"7047/2013";1818015,77;1176328,68873301;"paralisada"
1006390;"Rod de Acesso a Cidade  - Cumbe - SE";"RODOVIA CLOVIS DE FARO ROLLEMBERG";"Cumbe";"SE";49660000;"19811/2014";926649,18;561227,769432875;"paralisada"
1006401;"PAC 2 - CRECHE/PRÉ-ESCOLA  007 - Parauapebas - PA";"Av. Paraguaçú";"Parauapebas";"PA";68515000;"7055/2013";1835374,01;1619400,22965226;"paralisada"
1006411;"Escola Infantil - Tamuá";"Rua Maria Santana Sales";"Manga";"MG";39460000;"7043/2013";1819026,65;540180,133171524;"paralisada"
1006447;"Creche Aeroporto - Bragança - PA";"Avenida Santos Dumond";"Bragança";"PA";68600000;"7081/2013";1800073,56;NA;"paralisada"
1006448;"Creche Novo Horizonte - Breu Branco - PA";"Rua Piauí";"Breu Branco";"PA";68488000;"7082/2013";1805374,01;1316822,46805346;"paralisada"
1006449;"PAC 2 - CRECHE/PRÉ-ESCOLA B. ALMIR GABRIEL";"TRAV.F(Prolongamento), entre RUA ESPLENDOR e RUA MANOEL VALENTE";"Capanema";"PA";68700970;"7083/2013";1885668,96;NA;"paralisada"
1006451;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Igarapé-Açu - PA";"RUA BENJAMIN CONSTANT";"Igarapé-Açu";"PA";68725000;"7085/2013";1793374,01;NA;"paralisada"
1006452;"CRUZEIRO DO SUL - Itupiranga - PA";"AVENIDA PRINCIPAL S/N";"Itupiranga";"PA";68580000;"7086/2013";1829374,01;526094,643218419;"paralisada"
1006456;"PAC 2 - CRECHE/PRÉ-ESCOLA  003 - São Miguel do Guamá - PA";" Av. Central,Quadra 11, entre SN1 e SN2";"São Miguel do Guamá";"PA";68660000;"7090/2013";1808141,9;289013,934716384;"paralisada"
1006495;"ESCOLA MUNICIPAL DO BAIRRO CARANÃ II";"Avenida Carlos Pereira de Melo";"Boa Vista";"RR";69313630;"11505/2014";1834899,01;560888,037710996;"paralisada"
1006547;"EMEF FARIAS - Curralinho - PA";"RIO CANATICU";"Curralinho";"PA";68815000;"22308/2014";926897,51;224551,266065075;"paralisada"
1006549;"EMEF FURO GRANDE - Curralinho - PA";"FURO GRANDE";"Curralinho";"PA";68815000;"22308/2014";926897,51;224551,266065075;"paralisada"
1006560;"EMEF SANTA CRUZ - Bagre - PA";"RIO JACUNDA";"Bagre";"PA";68475000;"18065/2014";941655,49;570316,390760955;"paralisada"
1006561;"EMEF SÃO JOÃO - Bagre - PA";"RIO PIRARUCU";"Bagre";"PA";68475000;"18065/2014";941655,49;570316,390760955;"paralisada"
1006562;"EMEF MANOEL DE SOUZA CASTRO - Bagre - PA";"COMUNIDADE VILA NOVA";"Bagre";"PA";68475000;"18065/2014";941655,49;570316,390760955;"paralisada"
1006564;"COMUNIDADE GRAJAU - São João do Piauí - PI";"COMUNIDADE GRAJAU";"São João do Piauí";"PI";64760000;"18068/2014";745765,12;451674,812703595;"paralisada"
1006572;"SANTA VITÓRIA - Matinha - MA";"RUA SANTA VITÓRIA";"Matinha";"MA";65218000;"22595/2014";1021883,56;247562,696979518;"paralisada"
1006588;"PROINFÂNCIA - PLANALTO";"RUA JACA PARAIBA";"Pentecoste";"CE";62640000;"7233/2013";1234014,64;504026,200409283;"paralisada"
1006591;"Creche do Bairro Saramanta";"Avenida Principal";"Paço do Lumiar";"MA";65137000;"7236/2013";1842912,09;485814,910194888;"paralisada"
1006597;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Parauapebas - PA";"Rua 131 Quadra 59";"Parauapebas";"PA";68515000;"7438/2013";1835374,01;1625558,76014362;"paralisada"
1006598;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - São Miguel do Guamá - PA";"Rua do Campo";"São Miguel do Guamá";"PA";68660000;"7436/2013";1795717,62;1943543,32434909;"paralisada"
1006599;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - São Miguel do Guamá - PA";"Estrada São Miguel s/n com Rua São José.";"São Miguel do Guamá";"PA";68660000;"7436/2013";1793374,01;1160384,48512036;"paralisada"
1006666;"CRECHE / PRÉ-ESCOLA ALTO DO SÃO SEBASTIÃO";"RUA SÃO SEBASTIÃO TEODÓSIO";"Quipapá";"PE";55415000;"7395/2013";1959902,26;414495,774988698;"paralisada"
1006667;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Madrinha Sinhá";"Santa Maria do Cambucá";"PE";55765000;"7397/2013";1959902,26;414586,202332419;"paralisada"
1006723;"CEI Mangueiras/ Siderúrgica";"rua Túnel";"Sabará";"MG";34580060;"7268/2013";1201737,6;255204,670276215;"paralisada"
1006727;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Ourilândia do Norte - PA";"Av. Jerusalém";"Ourilândia do Norte";"PA";68390000;"7272/2013";1001121,57;303954,323265084;"paralisada"
1006759;"CEI FÁTIMA / EUCALIPTO";"Rua Teófilo Otonil - s/n";"Sabará";"MG";34600160;"7414/2013";1201737,6;253858,43048943;"paralisada"
1006776;"PAC 2 - CRECHE/PRÉ-ESCOLA (ST. Barbara)";"Rua 30 de Março, esq c/ Alvaro José de Morais";"Inhumas";"GO";75400000;"7278/2013";1235496,44;429462,366829485;"paralisada"
1006784;"Jardim dos Ipês - Tangará da Serra - MT";"Rua dos Mognos";"Tangará da Serra";"MT";78300000;"7283/2013";1728093,34;524672,995532815;"paralisada"
1006787;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Parauapebas - PA";"Avenida 02";"Parauapebas";"PA";68515000;"7285/2013";1838805,46;1990178,20556041;"paralisada"
1006806;"SITIO ATOLEIROS";"SITIO ATOLEIROS";"Caetés";"PE";55360000;"7288/2013";1288750,66;275018,907775991;"paralisada"
1006807;"Projeto tipo 1 Atapuz";"RUA PROJETADA";"Goiana";"PE";55900000;"7289/2013";1959902,26;273650,022442979;"paralisada"
1006811;"Creche Serrambi";"Lote 11 e Lote 12, Quadra V-4";"Ipojuca";"PE";55590000;"7291/2013";1288750,66;279398,075379302;"paralisada"
1006812;"Loteamento Canoas";"Rua vinte e oito";"Ipojuca";"PE";55590000;"7291/2013";1959902,26;417531,789605937;"paralisada"
1006813;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Itambé - PE";"RUA PROJETADA";"Itambé";"PE";55920000;"7292/2013";901318,18;270776,779644977;"paralisada"
1006816;"Manassu - Jaboatão dos Guararapes - PE";"Rua Ginástica";"Jaboatão dos Guararapes";"PE";54130200;"7293/2013";916329,58;278210,30175156;"paralisada"
1006817;"CRECHE";"AVENIDA CARUARÚ";"Jatobá";"PE";56470000;"7294/2013";1959902,26;417349,794142674;"paralisada"
1006820;"Cercadinho - Manari - PE";"Cercadinho";"Manari";"PE";56565000;"7296/2013";919079,58;279045,239707525;"paralisada"
1006826;"LOTEAMENTO NOVA PETROLINA";"Rua PROJETADA";"Petrolina";"PE";56300000;"7299/2013";1959902,26;425881,169165588;"paralisada"
1006862;"Lote Urbano com 2.800 m² - São Roque de Minas - MG";"Rua Campo Florido";"São Roque de Minas";"MG";37928000;"19653/2014";1020920,74;729621,868371309;"paralisada"
1006884;"Proinfância Queimadas - Itabaiana - SE";"Avenida José Vicente Monteiro";"Itabaiana";"SE";49500000;"7357/2013";908592,18;272962,057047716;"paralisada"
1006885;"Pratas";"Rua Edivaldo Júnior de Farias";"Lagarto";"SE";49400000;"7358/2013";1181161,45;549754,267884682;"paralisada"
1006888;"PEDRO DA SILVA";"Rua C, Conjunto José Fonseca Lima";"São Domingos";"SE";49525000;"7362/2013";1181161,45;270774,183989662;"paralisada"
1006889;"Rua Paulo Augusto A. Ferreira - Jaú - SP";"Rua Paulo Augusto A. Ferreira Esq./Rua José de Oliveira Bettini";"Jaú";"SP";17210750;"7363/2013";845308,38;256647,297329498;"paralisada"
1006956;"PAC 2 - CRECHE/PRÉ-ESCOLA  007 - Santana - AP";"RUA TANCREDO NEVES";"Santana";"AP";68925000;"7367/2013";1841174,01;541505,905021633;"paralisada"
1006958;"PAC 2 - CRECHE/PRÉ-ESCOLA  006 - Santana - AP";"AVENIDA LUCENA DE AZEVEDO";"Santana";"AP";68925000;"7367/2013";1841174,01;541505,905021633;"paralisada"
1006963;"Brigagão";"Rua Vale Verde";"Bueno Brandão";"MG";37578000;"7371/2013";1201737,6;621021,781899394;"paralisada"
1006974;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Bujaru - PA";"AV. BEIRA MAR";"Bujaru";"PA";68670000;"7381/2013";1789481,9;526881,718650523;"paralisada"
1006976;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Castanhal - PA";"Estrada do Pacuquara";"Castanhal";"PA";68740520;"7383/2013";958819,46;468898,018070756;"paralisada"
1006977;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  004 - Castanhal - PA";"Rua Planejada NS 09";"Castanhal";"PA";68740000;"7383/2013";958819,46;341964,940580727;"paralisada"
1006982;"DISTRITO DE CAJAZEIRA - Itupiranga - PA";"Rua São José";"Itupiranga";"PA";68580000;"7385/2013";1829374,01;1077254,51478121;"paralisada"
1007219;"Escola de Ensino Fundamental Major Bayma - Tarauacá - AC";"Margem direita do Rio Muru";"Tarauacá";"AC";69970000;"19646/2014";1021955,21;916046,20589237;"paralisada"
1007239;"ESCOLA DE ENS. FUND. JOSELÂNDIA - Lagoa Grande do Maranhão - MA";"POVOADO JOSELÂNDIA";"Lagoa Grande do Maranhão";"MA";65718000;"22586/2014";919898,07;378854,474622456;"paralisada"
1007240;"ESCOLA DE ENS. FUND. NOVA VIDA - Lagoa Grande do Maranhão - MA";"POVOADO NOVA VIDA";"Lagoa Grande do Maranhão";"MA";65718000;"22586/2014";132882,21;32192,1962757613;"paralisada"
1007241;"ESCOLA DE ENS. FUND. IMPERIAL - Lagoa Grande do Maranhão - MA";"POVOADO IMPERIAL";"Lagoa Grande do Maranhão";"MA";65718000;"22586/2014";132882,06;80480,4058979963;"paralisada"
1007244;"ESCOLA DE ENS. FUND. JOÃO LISBOA - Lagoa Grande do Maranhão - MA";"POVOADO SUMAUMA";"Lagoa Grande do Maranhão";"MA";65718000;"22586/2014";919973,22;724339,787675403;"paralisada"
1008023;"POV. CEDRO - Axixá - MA";"RUA PROJETADA";"Axixá";"MA";65148000;"22447/2014";1022500,48;631666,001953298;"paralisada"
1008027;"E. M. J. DEMITO - Balsas - MA";"POVOADO ILHA DO COCO";"Balsas";"MA";65800000;"22448/2014";1021955,83;247580,212461582;"paralisada"
1008028;"E.M HERMES FONSECA - Balsas - MA";"LOCALIDADE";"Balsas";"MA";65800000;"22448/2014";1021955,83;371370,312635844;"paralisada"
1008029;"TERRENO POVOADO MALHADA - Balsas - MA";"POVOADO MALHADA";"Balsas";"MA";65800000;"22448/2014";1021955,83;247580,212461582;"paralisada"
1009054;"Creche das Pedrinhas - Macapá - AP";"Rua da Redenção";"Macapá";"AP";68903195;"11601/2014";1837012;NA;"paralisada"
1009073;"DR. RÔMULO SERRANO";"Rua Doutor Rômulo Serrano";"Salvador";"BA";40220005;"8225/2014";1294044,26;473045,009046487;"paralisada"
1009074;"ESTAÇÃO NOVA ESPERANÇA";"Rua da Estação Nova Esperança";"Salvador";"BA";41230160;"8225/2014";1951071,95;474149,579434255;"paralisada"
1009076;"JOSÉ QUERINO";"Avenida José Querino";"Salvador";"BA";41306030;"8225/2014";1294044,26;473045,009046487;"paralisada"
1009078;"EURICO TEMPORAL";"Rua Eurico Temporal";"Salvador";"BA";41300140;"8225/2014";1294044,26;473045,009046487;"paralisada"
1009079;"COLINA DAS TURQUESAS";"Colina das Turquesas";"Salvador";"BA";41650195;"8225/2014";1951071,95;473045,009046487;"paralisada"
1009109;"CRECHE";"RUA PROJETADA";"Axixá";"MA";65108000;"9331/2014";1209031,22;473512,916192872;"paralisada"
1009110;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA PRINCIPAL";"Arame";"MA";65945000;"9327/2014";1209031,22;121907,40750611;"paralisada"
1009133;"ESCOLA PROINFÂNCIA CONJUNTO BRIVALDO MEDEIROS";"RODOVIA AL 115, Km2";"Palmeira dos Índios";"AL";57600000;"7540/2013";1832567,58;417683,596507022;"paralisada"
1009134;"Creche Tipo 2";"Povoado Lagoa de Pedra, Rua projetada.";"Pão de Açúcar";"AL";57400000;"7541/2013";1208030,53;415847,678798476;"paralisada"
1009137;"CEIM BEBEDOURO";"Rua Projetada";"Linhares";"ES";29915105;"7544/2013";1839782,96;842916,246591176;"paralisada"
1009140;"Vila São Paulo";"Rua Santo Antonio";"Santa Luzia";"MA";65390000;"7548/2013";1842912,09;477510,074387156;"paralisada"
1009141;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV 008 - São José de Ribamar - MA";"Rua Rio Grande do Sul,QD 07,Residencial São José";"São José de Ribamar";"MA";65110000;"7549/2013";859686;256550,617223039;"paralisada"
1009142;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV 005 - São José de Ribamar - MA";"RUA DO FIO";"São José de Ribamar";"MA";65110000;"7549/2013";859686;256550,617223039;"paralisada"
1009146;"Creche tipo II";"Travessa Faria e Souza / Rua Capitão Almeida Vergueiro";"Brasópolis";"MG";37530000;"7553/2013";1201737,6;259764,435582824;"paralisada"
1009161;"VALPARAISO - Picos - PI";"RUA PROJ 01";"Picos";"PI";64600000;"7591/2013";868236;263608,433140111;"paralisada"
1009163;"Creche Tio Antônio Luiz - Murici dos Portelas - PI";"RUA MARIA LUIZA";"Murici dos Portelas";"PI";64175000;"7589/2013";867735,42;517905,520662905;"paralisada"
1009174;"Jardim Petrópolis - nova petrolina";"avenida projetada 02";"Petrolina";"PE";56300000;"7582/2013";1288750,66;415298,584943514;"paralisada"
1009175;"VIDA NOVA - Campo Grande - MS";"Rua Gilson N. de Oliveira";"Campo Grande";"MS";79017786;"7565/2013";1712593,34;519966,981599194;"paralisada"
1009176;"NOVA LIMA - Campo Grande - MS";"Rua Firmo Cristaldo";"Campo Grande";"MS";79017130;"7565/2013";1716093,34;521029,629906786;"paralisada"
1009180;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Parauapebas - PA";"Rua 33";"Parauapebas";"PA";68515000;"7578/2013";1835374,01;1625558,76014362;"paralisada"
1009184;"Creche Vila Pacal";"Rua D";"Medicilândia";"PA";68145000;"7575/2013";1250909,37;290257,334612573;"paralisada"
1009189;"Bairro São Francisco - Barcarena - PA";"Rod. PA-150 entr. da U.A.B";"Barcarena";"PA";68447000;"7567/2013";1807393,91;1277173,45280993;"paralisada"
1009190;"Bairro Nazaré - Barcarena - PA";"Tv. Maria Isabel Araujo Silva";"Barcarena";"PA";68445000;"7567/2013";1811832,9;533462,58064481;"paralisada"
1009191;"Renascer em Cristo - Barcarena - PA";"Tv. Manoel Nogueira";"Barcarena";"PA";68447000;"7567/2013";1819999,6;1350385,16709487;"paralisada"
1009192;"Arapixi";"Vila Arapixi";"Chaves";"PA";68880000;"7572/2013";964819,46;149874,471296387;"paralisada"
1009194;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Benevides - PA";" PA 404";"Benevides";"PA";68797000;"7568/2013";1788215,9;1387479,27275412;"paralisada"
